"invoice_id","supplier_name","category","invoice_date","status","amount_usd","comment"
"INV-878109","Helios Robotics "," Software"," 2024-04-30","On Hold "," $7,760.83 ","three-way match complete; cost center 109 "
"INV-418631","LumenAnalytic "," Logistics","2024-09-10"," Approved"," $748.04 "," three-way match complete; cost center 117"
"INV-438907"," Nova Packg. ","Facility "," 2024-03-20"," Approved"," USD 2,006.37 "," requires VAT documentation; cost center 106"
"INV-289208"," Vertex-Logistics ","Professional Services","2024-04-12 "," Approved"," USD 8,032.55 ","vendor submitted via portal; cost center 118 "
"INV-657030","Astra Spp"," Software"," 2024-04-18","Approved","$3,865.61 "," vendor submitted via portal; cost center 112"
"INV-816495"," Zenith Comp.","Cloud ","2024-09-09"," Approved"," $5,017.52"," vendor submitted via portal; cost center 102 "
"INV-494250"," AstraSupply "," Facility","2024-04-01 ","Pending","USD 9,925.59 "," vendor submitted via portal; cost center 110 "
"INV-140917"," Helios-Robotics","Facility ","2024-08-08","Pending "," $2,005.46 ","match to PO required; cost center 112 "
"INV-234911"," NovaPack "," Logistics ","2024-04-30"," Approved "," USD 7,542.76 ","match to PO required; cost center 100 "
"INV-502422","Helios Robotics","Software ","2024-08-31","Pending"," $5,111.50 "," match to PO required; cost center 118"
"INV-945933","Astra-Supplies"," Professional Services ","2024-01-19 "," Approved ","USD 7,001.10 "," three-way match complete; cost center 116"
"INV-946699"," Novapackaging"," Professional Services ","2024-08-02 "," On Hold","$4,131.20 "," three-way match complete; cost center 100"
"INV-761226"," Vtx Logistics","Professional Services "," 2024-05-09","Approved "," $7,005.12"," requires VAT documentation; cost center 102"
"INV-515663","HeliosRobotics ","Hardware ","2024-04-09"," Pending","$1,690.12 "," requires VAT documentation; cost center 108 "
"INV-930441"," Novapackaging","Software"," 2024-09-04","Approved "," USD 2, 626.83"," pending shipping confirmation; cost center 104 "
"INV-736399","AstraSupply"," Cloud "," 2024-01-24 ","Approved","$4,786.22 ","vendor submitted via portal; cost center 119 "
"INV-954706","Lumen-Analytics","Cloud"," 2024-03-27 ","Approved "," $7,032.58 "," requires VAT documentation; cost center 113 "
"INV-793366"," Nova Packaging","Facility "," 2024-08-25 "," Approved "," USD 5,906.09"," pending shipping confirmation; cost center 102"
"INV-660801","Astra Spp "," Facility ","2024-03-09 ","Approved "," $3,063.59 ","match to PO required; cost center 100"
"INV-217860","Nova Packg. ","Logistics "," 2024-07-17 ","On Hold ","USD 8, 606.20 ","price variance escalated; cost center 113"
"INV-778829","Helios Robotics"," Cloud "," 2024-01-24"," Approved "," USD 2,490.56"," match to PO required; cost center 108 "
"INV-942510"," Helios Robotics ","Software","2024-03-04 ","Approved ","USD 6,964.59 ","price variance escalated; cost center 101"
"INV-570206"," LumenAnalytics "," Logistics "," 2024-02-21 "," On Hold "," $6,140.28"," price variance escalated; cost center 119"
"INV-720599"," Vertex Log."," Hardware"," 2024-05-10 "," On Hold","USD 1, 102.21","pending shipping confirmation; cost center 103"
"INV-530109","AstraSupply "," Facility ","2024-02-11","Pending ","$2,467.22","match to PO required; cost center 105 "
"INV-511950"," Zenith Comp. "," Professional Services","2024-04-15"," Approved "," $9,528.30","match to PO required; cost center 114"
"INV-178158"," Zenith Components","Logistics ","2024-04-11 ","Approved "," $1,694.89","three-way match complete; cost center 116"
"INV-780646"," Helios-Robotics "," Facility "," 2024-01-11 "," On Hold","USD 2, 161.67","pending shipping confirmation; cost center 119 "
"INV-780646","HeliosRobotics","Facility ","2024-01-11 "," On Hold","USD 2, 161.67 ","duplicate submit; consolidate in close process "
"INV-346197","HeliosRobotics ","Facility"," 2024-04-30","Pending","USD 5, 716.81 ","vendor submitted via portal; cost center 104"
"INV-638034","Astra-Supplies ","Professional Services ","2024-05-07","Approved"," $5,893.34","requires VAT documentation; cost center 103"
"INV-407399","Vtx Logistics"," Software"," 2024-03-14 "," Rejected ","USD 8,407.55"," vendor submitted via portal; cost center 113"
"INV-662140"," AstraSupply ","Facility"," 2024-09-13"," Pending ","$8,176.54"," requires VAT documentation; cost center 112"
"INV-175326","Nova Packg."," Logistics ","2024-07-25","On Hold","USD 3, 431.04 "," price variance escalated; cost center 116 "
"INV-217557"," Helios-Robotics","Facility "," 2024-07-05"," Approved ","$5,618.86"," pending shipping confirmation; cost center 107"
"INV-516218","LumenAnalytic ","Professional Services "," 2024-04-07"," Approved "," USD 8, 574.04","price variance escalated; cost center 108"
"INV-516218"," Lumen Analytix"," Professional Services"," 2024-04-07"," Approved ","USD 8, 574.04","duplicate submit; consolidate in close process"
"INV-869386"," Nova Packg. ","Logistics","2024-08-02 "," Approved"," $6,404.64 ","pending shipping confirmation; cost center 100"
"INV-699660","Vertex-Logistics"," Facility"," 2024-07-15 "," Approved ","$1,137.26","three-way match complete; cost center 105"
"INV-539010"," Helios Robotix"," Logistics","2024-04-12 "," Rejected "," $8,690.67"," price variance escalated; cost center 103"
"INV-508204"," Zenith Component ","Cloud "," 2024-02-24 "," On Hold"," $4,382.40","three-way match complete; cost center 118"
"INV-776318"," Vtx Logistics ","Facility"," 2024-01-23"," Approved","$5,823.80 ","pending shipping confirmation; cost center 117 "
"INV-686347"," Helios-Robotics","Logistics","2024-06-20"," Approved","USD 5, 340.27","match to PO required; cost center 116 "
"INV-168683"," Vertex-Logistics"," Hardware","2024-02-13 ","Pending "," $1,183.89 "," three-way match complete; cost center 107"
"INV-100960","HeliosRobotics","Logistics","2024-07-10 ","Approved ","USD 8, 132.45 "," three-way match complete; cost center 107"
"INV-823423","Zenith Component"," Professional Services"," 2024-03-17"," Approved "," $6,499.40 "," match to PO required; cost center 119"
"INV-368349","Astra Spp ","Facility "," 2024-04-14 ","On Hold"," $2,056.91 ","match to PO required; cost center 115"
"INV-927544","Nova Packaging","Software","2024-05-13 ","Pending"," USD 3,341.19 ","match to PO required; cost center 107 "
"INV-198602"," Vtx Logistics","Facility"," 2024-06-27 ","Approved"," USD 4, 021.86"," requires VAT documentation; cost center 108"
"INV-936842"," Zenith Component "," Logistics","2024-09-08 "," Pending "," $5,559.67"," pending shipping confirmation; cost center 109 "
"INV-839376"," Vtx Logistics "," Facility ","2024-01-09 "," Approved ","$4,690.81"," vendor submitted via portal; cost center 101 "
"INV-616374"," Helios Robotics"," Facility"," 2024-02-16","Pending ","$6,925.31","three-way match complete; cost center 115"
"INV-263011"," Zenith Comp.","Facility ","2024-01-11","Pending","$3,438.18 ","requires VAT documentation; cost center 102 "
"INV-814701","Vertex Logistics"," Software","2024-09-29 "," Approved "," USD 2, 051.94 "," vendor submitted via portal; cost center 108"
"INV-563445","Nova Packg. ","Facility "," 2024-06-10","Approved ","USD 7,883.21 ","requires VAT documentation; cost center 109"
"INV-561195","Vertex-Logistics"," Hardware ","2024-06-17 "," On Hold","$2,625.58 ","price variance escalated; cost center 117"
"INV-731478","Lumen Analytics"," Hardware ","2024-01-11","Approved"," USD 8, 725.39","requires VAT documentation; cost center 105"
"INV-440693","Astra Supplies "," Hardware","2024-05-11"," Rejected ","$5,235.40 "," vendor submitted via portal; cost center 114"
"INV-157639"," Vertex Log. "," Cloud "," 2024-04-02 "," Approved"," $8,848.11 ","price variance escalated; cost center 104 "
"INV-157639"," Vtx Logistics ","Cloud","2024-04-02 ","Approved"," $8,848.11 "," duplicate submit; consolidate in close process"
"INV-468245"," Zenith Component "," Logistics"," 2024-08-28"," On Hold","USD 4,505.51 "," requires VAT documentation; cost center 107 "
"INV-468245","Zenith-Components ","Logistics","2024-08-28","On Hold"," USD 4,505.51","duplicate submit; consolidate in close process"
"INV-977847"," HELIOS ROBOTICS "," Cloud"," 2024-02-06 "," Pending"," $9,138.75"," pending shipping confirmation; cost center 114"
"INV-722867"," Helios-Robotics","Professional Services "," 2024-06-12"," Pending "," USD 7, 965.67","pending shipping confirmation; cost center 103 "
"INV-859831"," Zenith Component ","Facility"," 2024-02-11 ","Approved","$739.61"," vendor submitted via portal; cost center 117 "
"INV-282290"," LumenAnalytics"," Hardware"," 2024-02-20","Rejected"," USD 2, 251.71","match to PO required; cost center 102"
"INV-544367","Vertex Logistics","Facility"," 2024-03-01 ","Approved ","$6,814.51 "," vendor submitted via portal; cost center 101"
"INV-463352"," LumenAnalytic","Cloud ","2024-04-06 ","Approved","$2,857.47"," pending shipping confirmation; cost center 116"
"INV-995862"," Astra Supplies","Logistics ","2024-07-25","Pending ","$7,253.85 "," price variance escalated; cost center 114 "
"INV-140210"," Helios-Robotics ","Logistics ","2024-04-21 ","Pending "," $698.51"," requires VAT documentation; cost center 113"
"INV-809893"," Helios Robotix ","Professional Services"," 2024-06-08","Approved ","USD 7, 942.11","match to PO required; cost center 109"
"INV-915699"," Lumen Analytix "," Professional Services"," 2024-03-21 "," Pending"," $8,400.99 "," three-way match complete; cost center 119 "
"INV-265185","Astra Spp ","Software ","2024-01-24 ","Approved ","USD 6,826.76"," three-way match complete; cost center 113"
"INV-134271"," Zenith Components","Facility "," 2024-03-21"," Approved","$7,901.93 ","pending shipping confirmation; cost center 118 "
"INV-340870"," Zenith-Components","Facility"," 2024-08-15","Pending","USD 4, 497.18 "," vendor submitted via portal; cost center 101"
"INV-428048","Vertex-Logistics","Logistics","2024-04-29"," Approved","USD 3, 819.12 ","three-way match complete; cost center 118"
"INV-592538","Lumen Analytics"," Logistics "," 2024-07-13 "," Rejected ","$4,495.50"," match to PO required; cost center 100 "
"INV-997650","Helios-Robotics "," Cloud","2024-09-26 ","On Hold","$5,357.63"," three-way match complete; cost center 110 "
"INV-506192","Astra-Supplies ","Hardware","2024-08-22 ","Approved ","$3,557.00"," pending shipping confirmation; cost center 118 "
"INV-522901"," Helios Robotics"," Software ","2024-07-24 ","Approved","$3,658.54"," three-way match complete; cost center 109 "
"INV-936364"," HeliosRobotics"," Logistics ","2024-07-26"," Approved"," $7,002.80"," vendor submitted via portal; cost center 108 "
"INV-997139"," Lumen-Analytics"," Facility","2024-08-06 ","Approved "," $8,724.19"," price variance escalated; cost center 113 "
"INV-891239","Astra Spp","Logistics ","2024-06-05 "," Approved"," $3,144.68"," price variance escalated; cost center 119 "
"INV-479277","Astra suppl. "," Facility"," 2024-06-03","Approved ","USD 9,456.73"," vendor submitted via portal; cost center 110 "
"INV-298376"," Nova Packaging"," Hardware "," 2024-09-02 ","Rejected"," $2,413.59","vendor submitted via portal; cost center 104"
"INV-288771"," HeliosRobotics ","Software"," 2024-07-05 ","Pending"," USD 637.97"," three-way match complete; cost center 106 "
"INV-275401","Lumen Analytics "," Professional Services"," 2024-05-13 "," Rejected "," $5,286.55 ","vendor submitted via portal; cost center 105 "
"INV-798020","HeliosRobotics"," Cloud","2024-02-14"," Rejected ","$2,383.56 "," vendor submitted via portal; cost center 113 "
"INV-833530","Vtx Logistics "," Professional Services"," 2024-08-06","Approved "," USD 503.27"," price variance escalated; cost center 108 "
"INV-833530","Vertex Logistics","Professional Services ","2024-08-06"," Approved ","USD 503.27 "," duplicate submit; consolidate in close process "
"INV-375516"," LumenAnalytics"," Professional Services ","2024-08-08 "," Approved ","$3,974.05","price variance escalated; cost center 101 "
"INV-375516","Lumen Analytics","Professional Services"," 2024-08-08 "," Approved"," $3,974.05","duplicate submit; consolidate in close process "
"INV-103506"," Novapackaging ","Software "," 2024-09-14 ","Pending"," USD 8, 518.48 "," requires VAT documentation; cost center 119"
"INV-965943","Helios-Robotics "," Cloud","2024-08-09 "," Pending "," $9,564.67"," vendor submitted via portal; cost center 107"
"INV-284662","Astra suppl.","Professional Services "," 2024-05-21"," Approved ","$8,710.46 ","price variance escalated; cost center 106 "
"INV-196154","LumenAnalytics"," Hardware","2024-05-17 ","Approved ","USD 2,206.94 ","vendor submitted via portal; cost center 107 "
"INV-115747"," HeliosRobotics","Logistics ","2024-03-27 ","Pending ","USD 1,423.60 "," pending shipping confirmation; cost center 108"
"INV-830637"," NovaPack "," Professional Services ","2024-02-09 ","Rejected "," USD 8, 052.34","requires VAT documentation; cost center 109"
"INV-840719"," Nova Packaging ","Hardware","2024-03-20 ","Rejected "," USD 2,142.11","vendor submitted via portal; cost center 104"
"INV-228714"," NovaPack"," Cloud","2024-06-06","Approved ","USD 7, 098.10 "," requires VAT documentation; cost center 104"
"INV-416001"," Nova Packg. ","Hardware "," 2024-06-21 ","Approved ","$3,841.66"," requires VAT documentation; cost center 106 "
"INV-734385"," Lumen Analytix "," Hardware"," 2024-07-16"," Approved","$6,292.70 "," price variance escalated; cost center 116 "
"INV-704762","Helios Robotix ","Cloud ","2024-01-23","On Hold ","USD 4, 448.50"," match to PO required; cost center 119"
"INV-223662","Nova Packaging "," Logistics"," 2024-01-20","Approved ","$6,187.85 ","price variance escalated; cost center 104 "
"INV-172304","Lumen Analytix","Hardware","2024-05-01","Approved"," $9,398.38 ","pending shipping confirmation; cost center 114 "
"INV-734928","Helios-Robotics","Cloud "," 2024-01-17 "," Approved "," $3,747.25","match to PO required; cost center 104"
